"date","cases","deaths","Location"
2020-03-20,7,0,"Lithuania"
2020-03-21,30,0,"Lithuania"
2020-03-22,58,0,"Lithuania"
2020-03-23,88,1,"Lithuania"
2020-03-24,112,2,"Lithuania"
2020-03-25,167,3,"Lithuania"
2020-03-26,183,4,"Lithuania"
2020-03-27,227,4,"Lithuania"
2020-03-28,263,4,"Lithuania"
2020-03-29,280,4,"Lithuania"
2020-03-30,353,4,"Lithuania"
2020-03-31,397,6,"Lithuania"
2020-04-01,470,6,"Lithuania"
2020-04-02,528,6,"Lithuania"
2020-04-03,571,7,"Lithuania"
2020-04-04,617,8,"Lithuania"
2020-04-05,648,10,"Lithuania"
2020-04-06,688,11,"Lithuania"
2020-04-07,721,11,"Lithuania"
2020-04-08,771,11,"Lithuania"
2020-04-09,809,12,"Lithuania"
2020-04-10,848,13,"Lithuania"
2020-04-11,881,14,"Lithuania"
2020-04-12,900,15,"Lithuania"
2020-04-13,906,16,"Lithuania"
2020-04-14,924,20,"Lithuania"
2020-04-15,951,20,"Lithuania"
2020-04-16,977,21,"Lithuania"
2020-04-17,1026,22,"Lithuania"
2020-04-18,1119,23,"Lithuania"
2020-04-19,1140,26,"Lithuania"
2020-04-20,1166,26,"Lithuania"
2020-04-21,1188,27,"Lithuania"
2020-04-22,1206,27,"Lithuania"
2020-04-23,1222,28,"Lithuania"
2020-04-24,1235,29,"Lithuania"
2020-04-25,1246,31,"Lithuania"
2020-04-26,1261,32,"Lithuania"
2020-04-27,1263,32,"Lithuania"
2020-04-28,1292,32,"Lithuania"
2020-04-29,1311,32,"Lithuania"
2020-04-30,1317,32,"Lithuania"
2020-05-01,1321,33,"Lithuania"
2020-05-02,1328,33,"Lithuania"
2020-05-03,1335,33,"Lithuania"
2020-05-04,1339,33,"Lithuania"
2020-05-05,1346,34,"Lithuania"
2020-05-06,1350,35,"Lithuania"
2020-05-07,1361,35,"Lithuania"
2020-05-08,1386,35,"Lithuania"
2020-05-09,1400,36,"Lithuania"
2020-05-10,1409,36,"Lithuania"
2020-05-11,1418,39,"Lithuania"
2020-05-12,1431,39,"Lithuania"
2020-05-13,1440,39,"Lithuania"
2020-05-14,1452,41,"Lithuania"
2020-05-15,1466,42,"Lithuania"
2020-05-16,1476,43,"Lithuania"
2020-05-17,1482,45,"Lithuania"
2020-05-18,1494,45,"Lithuania"
2020-05-19,1510,46,"Lithuania"
2020-05-20,1525,46,"Lithuania"
2020-05-21,1537,46,"Lithuania"
2020-05-22,1548,47,"Lithuania"
2020-05-23,1558,48,"Lithuania"
2020-05-24,1564,49,"Lithuania"
2020-05-25,1571,51,"Lithuania"
2020-05-26,1576,51,"Lithuania"
2020-05-27,1586,52,"Lithuania"
2020-05-28,1593,52,"Lithuania"
2020-05-29,1602,54,"Lithuania"
2020-05-30,1606,54,"Lithuania"
2020-05-31,1612,55,"Lithuania"
2020-06-01,1615,55,"Lithuania"
2020-06-02,1618,55,"Lithuania"
2020-06-03,1623,55,"Lithuania"
2020-06-04,1631,55,"Lithuania"
2020-06-05,1644,55,"Lithuania"
2020-06-06,1650,56,"Lithuania"
2020-06-07,1656,58,"Lithuania"
2020-06-08,1661,58,"Lithuania"
2020-06-09,1679,58,"Lithuania"
2020-06-10,1687,58,"Lithuania"
2020-06-11,1692,59,"Lithuania"
2020-06-12,1694,59,"Lithuania"
2020-06-13,1702,59,"Lithuania"
2020-06-14,1706,60,"Lithuania"
2020-06-15,1707,60,"Lithuania"
2020-06-16,1712,60,"Lithuania"
2020-06-17,1720,60,"Lithuania"
2020-06-18,1722,60,"Lithuania"
2020-06-19,1728,60,"Lithuania"
2020-06-20,1731,60,"Lithuania"
2020-06-21,1732,60,"Lithuania"
2020-06-22,1734,61,"Lithuania"
2020-06-23,1735,61,"Lithuania"
2020-06-24,1736,61,"Lithuania"
2020-06-25,1739,61,"Lithuania"
2020-06-26,1746,61,"Lithuania"
2020-06-27,1746,61,"Lithuania"
2020-06-28,1746,61,"Lithuania"
2020-06-29,1748,61,"Lithuania"
2020-06-30,1753,61,"Lithuania"
2020-07-01,1757,62,"Lithuania"
2020-07-02,1761,62,"Lithuania"
2020-07-03,1767,62,"Lithuania"
2020-07-04,1772,62,"Lithuania"
2020-07-05,1775,62,"Lithuania"
2020-07-06,1779,62,"Lithuania"
2020-07-07,1787,62,"Lithuania"
2020-07-08,1790,62,"Lithuania"
2020-07-09,1797,62,"Lithuania"
2020-07-10,1801,62,"Lithuania"
2020-07-11,1803,62,"Lithuania"
2020-07-12,1806,62,"Lithuania"
2020-07-13,1811,62,"Lithuania"
2020-07-14,1832,62,"Lithuania"
2020-07-15,1837,62,"Lithuania"
2020-07-16,1844,62,"Lithuania"
2020-07-17,1858,63,"Lithuania"
2020-07-18,1874,63,"Lithuania"
2020-07-19,1881,63,"Lithuania"
2020-07-20,1886,63,"Lithuania"
2020-07-21,1889,63,"Lithuania"
2020-07-22,1892,63,"Lithuania"
2020-07-23,1896,63,"Lithuania"
2020-07-24,1900,63,"Lithuania"
2020-07-25,1904,63,"Lithuania"
2020-07-26,1908,63,"Lithuania"
2020-07-27,1912,63,"Lithuania"
2020-07-28,1933,63,"Lithuania"
2020-07-29,2008,63,"Lithuania"
2020-07-30,2016,63,"Lithuania"
2020-07-31,2032,63,"Lithuania"
2020-08-01,2050,63,"Lithuania"
2020-08-02,2057,63,"Lithuania"
2020-08-03,2070,63,"Lithuania"
2020-08-04,2088,64,"Lithuania"
2020-08-05,2117,64,"Lithuania"
2020-08-06,2136,64,"Lithuania"
2020-08-07,2170,64,"Lithuania"
2020-08-08,2191,64,"Lithuania"
2020-08-09,2206,64,"Lithuania"
2020-08-10,2231,64,"Lithuania"
2020-08-11,2265,64,"Lithuania"
2020-08-12,2281,64,"Lithuania"
2020-08-13,2316,64,"Lithuania"
2020-08-14,2351,64,"Lithuania"
2020-08-15,2383,64,"Lithuania"
2020-08-16,2414,64,"Lithuania"
2020-08-17,2428,64,"Lithuania"
2020-08-18,2466,64,"Lithuania"
2020-08-19,2503,65,"Lithuania"
2020-08-20,2533,66,"Lithuania"
2020-08-21,2574,67,"Lithuania"
2020-08-22,2620,67,"Lithuania"
2020-08-23,2642,68,"Lithuania"
2020-08-24,2663,68,"Lithuania"
2020-08-25,2705,68,"Lithuania"
2020-08-26,2749,68,"Lithuania"
2020-08-27,2775,69,"Lithuania"
2020-08-28,2811,69,"Lithuania"
2020-08-29,2847,69,"Lithuania"
2020-08-30,2864,69,"Lithuania"
2020-08-31,2889,69,"Lithuania"
2020-09-01,2920,69,"Lithuania"
2020-09-02,2946,69,"Lithuania"
2020-09-03,2980,69,"Lithuania"
2020-09-04,3020,69,"Lithuania"
2020-09-05,3061,69,"Lithuania"
2020-09-06,3073,69,"Lithuania"
2020-09-07,3103,69,"Lithuania"
2020-09-08,3144,69,"Lithuania"
2020-09-09,3183,69,"Lithuania"
2020-09-10,3230,70,"Lithuania"
2020-09-11,3296,70,"Lithuania"
2020-09-12,3348,71,"Lithuania"
2020-09-13,3365,71,"Lithuania"
2020-09-14,3391,71,"Lithuania"
2020-09-15,3448,71,"Lithuania"
2020-09-16,3510,71,"Lithuania"
2020-09-17,3597,71,"Lithuania"
2020-09-18,3694,71,"Lithuania"
2020-09-19,3780,71,"Lithuania"
2020-09-20,3826,71,"Lithuania"
2020-09-21,3857,71,"Lithuania"
2020-09-22,3989,72,"Lithuania"
2020-09-23,4124,74,"Lithuania"
2020-09-24,4209,74,"Lithuania"
2020-09-25,4359,74,"Lithuania"
2020-09-26,4490,76,"Lithuania"
2020-09-27,4543,77,"Lithuania"
2020-09-28,4612,77,"Lithuania"
2020-09-29,4757,77,"Lithuania"
2020-09-30,4899,77,"Lithuania"
2020-10-01,5032,78,"Lithuania"
2020-10-02,5153,80,"Lithuania"
2020-10-03,5280,81,"Lithuania"
2020-10-04,5380,82,"Lithuania"
2020-10-05,5462,84,"Lithuania"
2020-10-06,5634,85,"Lithuania"
2020-10-07,5753,86,"Lithuania"
2020-10-08,5964,87,"Lithuania"
2020-10-09,6152,87,"Lithuania"
2020-10-10,6309,89,"Lithuania"
2020-10-11,6432,89,"Lithuania"
2020-10-12,6540,90,"Lithuania"
2020-10-13,6784,94,"Lithuania"
2020-10-14,7029,94,"Lithuania"
2020-10-15,7308,97,"Lithuania"
2020-10-16,7595,98,"Lithuania"
2020-10-17,7875,100,"Lithuania"
2020-10-18,8085,102,"Lithuania"
2020-10-19,8295,105,"Lithuania"
2020-10-20,8758,108,"Lithuania"
2020-10-21,9229,112,"Lithuania"
2020-10-22,9697,115,"Lithuania"
2020-10-23,10247,116,"Lithuania"
2020-10-24,10838,122,"Lithuania"
2020-10-25,11459,124,"Lithuania"
2020-10-26,11904,129,"Lithuania"
2020-10-27,12917,134,"Lithuania"
2020-10-28,13731,138,"Lithuania"
2020-10-29,14786,144,"Lithuania"
2020-10-30,15695,152,"Lithuania"
2020-10-31,16874,155,"Lithuania"
2020-11-01,17493,159,"Lithuania"
2020-11-02,18241,170,"Lithuania"
2020-11-03,19000,176,"Lithuania"
2020-11-04,20405,178,"Lithuania"
2020-11-05,21840,185,"Lithuania"
2020-11-06,23521,195,"Lithuania"
2020-11-07,25117,204,"Lithuania"
2020-11-08,26307,212,"Lithuania"
2020-11-09,27367,229,"Lithuania"
2020-11-10,28935,239,"Lithuania"
2020-11-11,30477,250,"Lithuania"
2020-11-12,32366,264,"Lithuania"
2020-11-13,34099,281,"Lithuania"
2020-11-14,35471,295,"Lithuania"
2020-11-15,36571,310,"Lithuania"
2020-11-16,37672,330,"Lithuania"
2020-11-17,39652,351,"Lithuania"
2020-11-18,41313,374,"Lithuania"
2020-11-19,43629,393,"Lithuania"
2020-11-20,45723,413,"Lithuania"
2020-11-21,47901,440,"Lithuania"
2020-11-22,49035,460,"Lithuania"
2020-11-23,50373,478,"Lithuania"
2020-11-24,52763,499,"Lithuania"
2020-11-25,54864,526,"Lithuania"
2020-11-26,57240,549,"Lithuania"
2020-11-27,59363,571,"Lithuania"
2020-11-28,61278,593,"Lithuania"
2020-11-29,62478,620,"Lithuania"
2020-11-30,63747,641,"Lithuania"
2020-12-01,65989,675,"Lithuania"
2020-12-02,68610,694,"Lithuania"
2020-12-03,71061,731,"Lithuania"
2020-12-04,73931,765,"Lithuania"
2020-12-05,76239,789,"Lithuania"
2020-12-06,77663,833,"Lithuania"
2020-12-07,79038,858,"Lithuania"
2020-12-08,82329,885,"Lithuania"
2020-12-09,85590,903,"Lithuania"
2020-12-10,88619,938,"Lithuania"
2020-12-11,92376,987,"Lithuania"
2020-12-12,95284,1041,"Lithuania"
2020-12-13,96663,1070,"Lithuania"
2020-12-14,98746,1115,"Lithuania"
2020-12-15,102143,1140,"Lithuania"
2020-12-16,105594,1183,"Lithuania"
2020-12-17,109135,1223,"Lithuania"
2020-12-18,113102,1269,"Lithuania"
2020-12-19,116015,1297,"Lithuania"
2020-12-20,117772,1343,"Lithuania"
2020-12-21,120081,1399,"Lithuania"
2020-12-22,123956,1434,"Lithuania"
2020-12-23,127611,1470,"Lithuania"
2020-12-24,130586,1514,"Lithuania"
2020-12-25,132359,1576,"Lithuania"
2020-12-26,134183,1618,"Lithuania"
2020-12-27,135763,1657,"Lithuania"
2020-12-28,138278,1701,"Lithuania"
2020-12-29,141754,1745,"Lithuania"
2020-12-30,145009,1801,"Lithuania"
2020-12-31,147815,1842,"Lithuania"
2021-01-01,149057,1893,"Lithuania"
2021-01-02,150481,1944,"Lithuania"
2021-01-03,151671,1982,"Lithuania"
2021-01-04,153715,2022,"Lithuania"
2021-01-05,156508,2057,"Lithuania"
2021-01-06,158804,2100,"Lithuania"
2021-01-07,160775,2141,"Lithuania"
2021-01-08,162478,2184,"Lithuania"
2021-01-09,163936,2213,"Lithuania"
2021-01-10,164568,2256,"Lithuania"
2021-01-11,165774,2290,"Lithuania"
2021-01-12,167552,2328,"Lithuania"
2021-01-13,168838,2361,"Lithuania"
2021-01-14,170024,2396,"Lithuania"
2021-01-15,171169,2430,"Lithuania"
2021-01-16,171946,2461,"Lithuania"
2021-01-17,172396,2488,"Lithuania"
2021-01-18,173226,2511,"Lithuania"
2021-01-19,174440,2536,"Lithuania"
2021-01-20,175685,2574,"Lithuania"
2021-01-21,176707,2610,"Lithuania"
2021-01-22,177722,2644,"Lithuania"
2021-01-23,178488,2667,"Lithuania"
2021-01-24,178966,2687,"Lithuania"
2021-01-25,179757,2704,"Lithuania"
2021-01-26,181057,2733,"Lithuania"
2021-01-27,181988,2762,"Lithuania"
2021-01-28,182829,2779,"Lithuania"
2021-01-29,183597,2805,"Lithuania"
2021-01-30,184382,2823,"Lithuania"
2021-01-31,184688,2845,"Lithuania"
2021-02-01,185331,2865,"Lithuania"
2021-02-02,186088,2884,"Lithuania"
2021-02-03,186807,2899,"Lithuania"
2021-02-04,187454,2923,"Lithuania"
2021-02-05,188142,2940,"Lithuania"
2021-02-06,188565,2956,"Lithuania"
2021-02-07,188853,2973,"Lithuania"
2021-02-08,189329,2989,"Lithuania"
2021-02-09,189873,3004,"Lithuania"
2021-02-10,190490,3027,"Lithuania"
2021-02-11,191041,3048,"Lithuania"
2021-02-12,191607,3065,"Lithuania"
2021-02-13,192056,3081,"Lithuania"
2021-02-14,192270,3093,"Lithuania"
2021-02-15,192682,3106,"Lithuania"
2021-02-16,193137,3126,"Lithuania"
2021-02-17,193628,3139,"Lithuania"
2021-02-18,194300,3154,"Lithuania"
2021-02-19,194838,3170,"Lithuania"
2021-02-20,195386,3182,"Lithuania"
2021-02-21,195658,3190,"Lithuania"
2021-02-22,196134,3198,"Lithuania"
2021-02-23,196795,3211,"Lithuania"
2021-02-24,197355,3220,"Lithuania"
2021-02-25,197987,3236,"Lithuania"
2021-02-26,198603,3246,"Lithuania"
2021-02-27,199057,3259,"Lithuania"
2021-02-28,199293,3266,"Lithuania"
2021-03-01,199737,3277,"Lithuania"
2021-03-02,200256,3292,"Lithuania"
2021-03-03,200779,3304,"Lithuania"
2021-03-04,201237,3315,"Lithuania"
2021-03-05,201672,3326,"Lithuania"
2021-03-06,202106,3332,"Lithuania"
2021-03-07,202333,3341,"Lithuania"
2021-03-08,202771,3347,"Lithuania"
2021-03-09,203282,3358,"Lithuania"
2021-03-10,203826,3371,"Lithuania"
2021-03-11,204266,3380,"Lithuania"
2021-03-12,204816,3394,"Lithuania"
2021-03-13,205300,3403,"Lithuania"
2021-03-14,205554,3415,"Lithuania"
2021-03-15,206177,3424,"Lithuania"
2021-03-16,206779,3436,"Lithuania"
2021-03-17,207354,3447,"Lithuania"
2021-03-18,207970,3455,"Lithuania"
2021-03-19,208527,3468,"Lithuania"
2021-03-20,208939,3481,"Lithuania"
2021-03-21,209258,3491,"Lithuania"
2021-03-22,210034,3503,"Lithuania"
2021-03-23,210902,3518,"Lithuania"
2021-03-24,211690,3524,"Lithuania"
2021-03-25,212589,3530,"Lithuania"
2021-03-26,213368,3539,"Lithuania"
2021-03-27,213854,3553,"Lithuania"
2021-03-28,214242,3563,"Lithuania"
2021-03-29,215056,3569,"Lithuania"
2021-03-30,215931,3577,"Lithuania"
2021-03-31,216812,3586,"Lithuania"
2021-04-01,217653,3597,"Lithuania"
2021-04-02,218653,3605,"Lithuania"
2021-04-03,219443,3613,"Lithuania"
2021-04-04,220141,3619,"Lithuania"
2021-04-05,220824,3627,"Lithuania"
2021-04-06,221879,3640,"Lithuania"
2021-04-07,222950,3650,"Lithuania"
2021-04-08,224124,3667,"Lithuania"
2021-04-09,225188,3681,"Lithuania"
2021-04-10,226053,3696,"Lithuania"
2021-04-11,226717,3706,"Lithuania"
2021-04-12,227757,3720,"Lithuania"
2021-04-13,229121,3727,"Lithuania"
2021-04-14,230326,3738,"Lithuania"
2021-04-15,231534,3746,"Lithuania"
2021-04-16,232743,3761,"Lithuania"
2021-04-17,233558,3767,"Lithuania"
2021-04-18,234145,3782,"Lithuania"
2021-04-19,235248,3794,"Lithuania"
2021-04-20,236453,3810,"Lithuania"
2021-04-21,237774,3825,"Lithuania"
2021-04-22,239150,3841,"Lithuania"
2021-04-23,240326,3850,"Lithuania"
2021-04-24,241265,3859,"Lithuania"
2021-04-25,241785,3870,"Lithuania"
2021-04-26,242817,3889,"Lithuania"
2021-04-27,244326,3907,"Lithuania"
2021-04-28,245756,3922,"Lithuania"
2021-04-29,247089,3932,"Lithuania"
2021-04-30,248505,3943,"Lithuania"
2021-05-01,249572,3956,"Lithuania"
2021-05-02,250279,3965,"Lithuania"
2021-05-03,251261,3982,"Lithuania"
2021-05-04,252505,3998,"Lithuania"
2021-05-05,253911,4008,"Lithuania"
2021-05-06,255206,4024,"Lithuania"
2021-05-07,256609,4030,"Lithuania"
2021-05-08,257614,4040,"Lithuania"
2021-05-09,258468,4053,"Lithuania"
2021-05-10,259723,4062,"Lithuania"
2021-05-11,260923,4068,"Lithuania"
2021-05-12,262129,4077,"Lithuania"
2021-05-13,263366,4090,"Lithuania"
2021-05-14,264492,4093,"Lithuania"
2021-05-15,265401,4109,"Lithuania"
2021-05-16,265954,4120,"Lithuania"
2021-05-17,266625,4131,"Lithuania"
2021-05-18,267592,4144,"Lithuania"
2021-05-19,268513,4160,"Lithuania"
2021-05-20,269374,4171,"Lithuania"
2021-05-21,270187,4180,"Lithuania"
2021-05-22,270707,4194,"Lithuania"
2021-05-23,270975,4208,"Lithuania"
2021-05-24,271471,4218,"Lithuania"
2021-05-25,272066,4227,"Lithuania"
2021-05-26,272663,4235,"Lithuania"
2021-05-27,273189,4242,"Lithuania"
2021-05-28,273729,4254,"Lithuania"
2021-05-29,274029,4266,"Lithuania"
2021-05-30,274229,4276,"Lithuania"
2021-05-31,274593,4284,"Lithuania"
2021-06-01,275035,4288,"Lithuania"
2021-06-02,275361,4294,"Lithuania"
2021-06-03,275739,4302,"Lithuania"
2021-06-04,276084,4306,"Lithuania"
2021-06-05,276288,4311,"Lithuania"
2021-06-06,276371,4314,"Lithuania"
2021-06-07,276592,4322,"Lithuania"
2021-06-08,276828,4327,"Lithuania"
2021-06-09,277039,4331,"Lithuania"
2021-06-10,277226,4335,"Lithuania"
2021-06-11,277451,4340,"Lithuania"
2021-06-12,277570,4343,"Lithuania"
2021-06-13,277639,4348,"Lithuania"
2021-06-14,277758,4353,"Lithuania"
2021-06-15,277896,4357,"Lithuania"
2021-06-16,278000,4363,"Lithuania"
2021-06-17,278074,4363,"Lithuania"
2021-06-18,278146,4367,"Lithuania"
2021-06-19,278198,4369,"Lithuania"
2021-06-20,278228,4371,"Lithuania"
2021-06-21,278289,4375,"Lithuania"
2021-06-22,278351,4375,"Lithuania"
2021-06-23,278414,4378,"Lithuania"
2021-06-24,278435,4381,"Lithuania"
2021-06-25,278478,4381,"Lithuania"
2021-06-26,278502,4383,"Lithuania"
2021-06-27,278517,4383,"Lithuania"
2021-06-28,278551,4385,"Lithuania"
2021-06-29,278593,4385,"Lithuania"
2021-06-30,278622,4387,"Lithuania"
2021-07-01,278651,4388,"Lithuania"
2021-07-02,278685,4390,"Lithuania"
2021-07-03,278708,4391,"Lithuania"
2021-07-04,278725,4393,"Lithuania"
2021-07-05,278761,4396,"Lithuania"
2021-07-06,278805,4397,"Lithuania"
2021-07-07,278839,4397,"Lithuania"
2021-07-08,278903,4397,"Lithuania"
2021-07-09,278979,4398,"Lithuania"
2021-07-10,279007,4398,"Lithuania"
2021-07-11,279033,4401,"Lithuania"
2021-07-12,279112,4402,"Lithuania"
2021-07-13,279187,4403,"Lithuania"
2021-07-14,279298,4404,"Lithuania"
2021-07-15,279377,4404,"Lithuania"
2021-07-16,279475,4404,"Lithuania"
2021-07-17,279554,4404,"Lithuania"
2021-07-18,279619,4404,"Lithuania"
2021-07-19,279727,4404,"Lithuania"
2021-07-20,279901,4405,"Lithuania"
2021-07-21,280102,4406,"Lithuania"
2021-07-22,280339,4406,"Lithuania"
2021-07-23,280572,4406,"Lithuania"
2021-07-24,280760,4406,"Lithuania"
2021-07-25,280878,4406,"Lithuania"
2021-07-26,281087,4407,"Lithuania"
2021-07-27,281434,4407,"Lithuania"
2021-07-28,281850,4408,"Lithuania"
2021-07-29,282221,4409,"Lithuania"
2021-07-30,282594,4410,"Lithuania"
2021-07-31,282816,4412,"Lithuania"
2021-08-01,283047,4413,"Lithuania"
2021-08-02,283428,4415,"Lithuania"
2021-08-03,283957,4418,"Lithuania"
2021-08-04,284432,4419,"Lithuania"
2021-08-05,284988,4419,"Lithuania"
2021-08-06,285477,4420,"Lithuania"
2021-08-07,285893,4422,"Lithuania"
2021-08-08,286203,4426,"Lithuania"
2021-08-09,286717,4428,"Lithuania"
2021-08-10,287330,4432,"Lithuania"
2021-08-11,287963,4434,"Lithuania"
2021-08-12,288587,4437,"Lithuania"
2021-08-13,289161,4443,"Lithuania"
2021-08-14,289654,4446,"Lithuania"
2021-08-15,290019,4451,"Lithuania"
2021-08-16,290580,4456,"Lithuania"
2021-08-17,291248,4459,"Lithuania"
2021-08-18,291944,4462,"Lithuania"
2021-08-19,292555,4468,"Lithuania"
2021-08-20,293162,4477,"Lithuania"
2021-08-21,293567,4483,"Lithuania"
2021-08-22,293943,4492,"Lithuania"
2021-08-23,294472,4495,"Lithuania"
2021-08-24,295176,4501,"Lithuania"
2021-08-25,295930,4509,"Lithuania"
2021-08-26,296594,4518,"Lithuania"
2021-08-27,297164,4528,"Lithuania"
2021-08-28,297664,4537,"Lithuania"
2021-08-29,298041,4552,"Lithuania"
2021-08-30,298633,4561,"Lithuania"
2021-08-31,299350,4568,"Lithuania"
2021-09-01,300201,4582,"Lithuania"
2021-09-02,300993,4590,"Lithuania"
2021-09-03,301817,4601,"Lithuania"
2021-09-04,302494,4610,"Lithuania"
2021-09-05,302889,4616,"Lithuania"
2021-09-06,303605,4623,"Lithuania"
2021-09-07,304490,4630,"Lithuania"
2021-09-08,305471,4644,"Lithuania"
2021-09-09,306395,4655,"Lithuania"
2021-09-10,307423,4669,"Lithuania"
2021-09-11,308356,4689,"Lithuania"
2021-09-12,308887,4713,"Lithuania"
2021-09-13,309763,4720,"Lithuania"
2021-09-14,311084,4739,"Lithuania"
2021-09-15,312390,4754,"Lithuania"
2021-09-16,313662,4765,"Lithuania"
2021-09-17,314953,4777,"Lithuania"
2021-09-18,316025,4794,"Lithuania"
2021-09-19,316788,4819,"Lithuania"
2021-09-20,317808,4840,"Lithuania"
2021-09-21,319272,4850,"Lithuania"
2021-09-22,320790,4869,"Lithuania"
2021-09-23,322305,4885,"Lithuania"
2021-09-24,323842,4900,"Lithuania"
2021-09-25,325176,4916,"Lithuania"
2021-09-26,326216,4935,"Lithuania"
2021-09-27,327494,4952,"Lithuania"
2021-09-28,329378,4974,"Lithuania"
2021-09-29,331266,4998,"Lithuania"
2021-09-30,333229,5020,"Lithuania"
2021-10-01,335235,5047,"Lithuania"
2021-10-02,336871,5073,"Lithuania"
2021-10-03,338113,5105,"Lithuania"
2021-10-04,339722,5123,"Lithuania"
2021-10-05,342367,5142,"Lithuania"
2021-10-06,344632,5162,"Lithuania"
2021-10-07,347021,5187,"Lithuania"
2021-10-08,349449,5215,"Lithuania"
2021-10-09,351525,5240,"Lithuania"
2021-10-10,352739,5269,"Lithuania"
2021-10-11,354627,5292,"Lithuania"
2021-10-12,357270,5323,"Lithuania"
2021-10-13,360277,5362,"Lithuania"
2021-10-14,363225,5388,"Lithuania"
2021-10-15,365963,5413,"Lithuania"
2021-10-16,368205,5445,"Lithuania"
2021-10-17,369821,5473,"Lithuania"
2021-10-18,372143,5500,"Lithuania"
2021-10-19,375728,5516,"Lithuania"
2021-10-20,378945,5552,"Lithuania"
2021-10-21,381839,5588,"Lithuania"
2021-10-22,385091,5610,"Lithuania"
2021-10-23,387748,5638,"Lithuania"
2021-10-24,389525,5669,"Lithuania"
2021-10-25,391908,5701,"Lithuania"
2021-10-26,395515,5736,"Lithuania"
2021-10-27,399101,5780,"Lithuania"
2021-10-28,402451,5818,"Lithuania"
2021-10-29,405731,5846,"Lithuania"
2021-10-30,408475,5888,"Lithuania"
2021-10-31,410669,5925,"Lithuania"
2021-11-01,412751,5951,"Lithuania"
2021-11-02,415018,5992,"Lithuania"
2021-11-03,417932,6034,"Lithuania"
2021-11-04,421332,6067,"Lithuania"
2021-11-05,424757,6096,"Lithuania"
2021-11-06,427099,6128,"Lithuania"
2021-11-07,428533,6157,"Lithuania"
2021-11-08,430842,6193,"Lithuania"
2021-11-09,433924,6234,"Lithuania"
2021-11-10,436532,6264,"Lithuania"
2021-11-11,439289,6286,"Lithuania"
2021-11-12,441667,6307,"Lithuania"
2021-11-13,443187,6332,"Lithuania"
2021-11-14,444146,6365,"Lithuania"
2021-11-15,445998,6401,"Lithuania"
2021-11-16,448236,6428,"Lithuania"
2021-11-17,450381,6457,"Lithuania"
2021-11-18,452110,6477,"Lithuania"
2021-11-19,454131,6515,"Lithuania"
2021-11-20,455527,6541,"Lithuania"
2021-11-21,456406,6574,"Lithuania"
2021-11-22,458166,6603,"Lithuania"
2021-11-23,460467,6621,"Lithuania"
2021-11-24,462439,6643,"Lithuania"
2021-11-25,464450,6664,"Lithuania"
2021-11-26,466511,6686,"Lithuania"
2021-11-27,467873,6709,"Lithuania"
2021-11-28,468544,6735,"Lithuania"
2021-11-29,470298,6755,"Lithuania"
2021-11-30,472194,6778,"Lithuania"
2021-12-01,474162,6803,"Lithuania"
2021-12-02,476291,6822,"Lithuania"
2021-12-03,478307,6841,"Lithuania"
2021-12-04,479793,6861,"Lithuania"
2021-12-05,480578,6883,"Lithuania"
2021-12-06,482417,6901,"Lithuania"
2021-12-07,484457,6913,"Lithuania"
2021-12-08,486187,6937,"Lithuania"
2021-12-09,487930,6950,"Lithuania"
2021-12-10,489689,6969,"Lithuania"
2021-12-11,491093,6990,"Lithuania"
2021-12-12,491902,7009,"Lithuania"
2021-12-13,493421,7035,"Lithuania"
2021-12-14,495606,7052,"Lithuania"
2021-12-15,497524,7070,"Lithuania"
2021-12-16,499219,7087,"Lithuania"
2021-12-17,500936,7110,"Lithuania"
2021-12-18,502310,7135,"Lithuania"
2021-12-19,502945,7160,"Lithuania"
2021-12-20,504396,7184,"Lithuania"
2021-12-21,506168,7211,"Lithuania"
2021-12-22,507839,7235,"Lithuania"
2021-12-23,509443,7258,"Lithuania"
2021-12-24,510838,7276,"Lithuania"
2021-12-25,511576,7302,"Lithuania"
2021-12-26,512231,7320,"Lithuania"
2021-12-27,513847,7340,"Lithuania"
2021-12-28,515891,7365,"Lithuania"
2021-12-29,517662,7384,"Lithuania"
2021-12-30,519623,7397,"Lithuania"
2021-12-31,521696,7412,"Lithuania"
2022-01-01,522885,7432,"Lithuania"
2022-01-02,524098,7452,"Lithuania"
2022-01-03,526421,7474,"Lithuania"
2022-01-04,529662,7488,"Lithuania"
2022-01-05,532826,7508,"Lithuania"
2022-01-06,536330,7514,"Lithuania"
2022-01-07,539821,7534,"Lithuania"
2022-01-08,542529,7552,"Lithuania"
2022-01-09,544286,7566,"Lithuania"
2022-01-10,547045,7581,"Lithuania"
2022-01-11,551812,7592,"Lithuania"
2022-01-12,555923,7618,"Lithuania"
2022-01-13,559975,7631,"Lithuania"
2022-01-14,564159,7651,"Lithuania"
2022-01-15,567800,7665,"Lithuania"
2022-01-16,570566,7676,"Lithuania"
2022-01-17,575384,7691,"Lithuania"
2022-01-18,581663,7703,"Lithuania"
2022-01-19,588753,7718,"Lithuania"
2022-01-20,595533,7735,"Lithuania"
2022-01-21,602798,7752,"Lithuania"
2022-01-22,608472,7765,"Lithuania"
2022-01-23,612525,7772,"Lithuania"
2022-01-24,618278,7790,"Lithuania"
2022-01-25,628652,7809,"Lithuania"
2022-01-26,639847,7821,"Lithuania"
2022-01-27,651671,7838,"Lithuania"
2022-01-28,663323,7851,"Lithuania"
