".variable","assay","parName","paramMean","paramMedian","paramSD","paramL","paramQuartileL","paramQuartileH","paramH"
"assayIntercept","Abbott Alinity i SARS-CoV-2 IgG nucleocapsid",NA,1.87193461331911,1.88647863427742,0.51872090712604,0.815627013222304,1.5426573170012,2.21916712543144,2.86053042642521
"assayIntercept","Abbott Alinity SARS-CoV-2 IgG II Quant",NA,2.28503851262688,2.26378751212823,0.684596421764548,0.960278022773347,1.85367491339005,2.67869515413704,3.76176232772601
"assayIntercept","Abbott Architect IgG",NA,2.25699411126159,2.25682046075291,0.18554674529867,1.89012607262019,2.13461252782894,2.37716023324644,2.63148508770491
"assayIntercept","Abingdon AbC-19 IgG anti-spike",NA,1.9947079195264,2.0000561450401,0.51286538993691,0.959352189837253,1.66761530230955,2.32583885013284,3.01361048329989
"assayIntercept","AMP Rapid Test SARS-CoV-2 IgG/IgM",NA,1.91170701500785,1.93795637555971,0.616367956126655,0.610132522872215,1.53407149769001,2.30960716637361,3.10712688127915
"assayIntercept","Beckman ACCESS SARS-CoV-2 anti-RBD",NA,1.93309941632533,1.95692943191802,0.551857010197101,0.787909507580209,1.58679676084283,2.29434785079308,2.98156901171886
"assayIntercept","Biomerica anti-nucleocapsid IgG IgM rapid test",NA,2.53388122792463,2.51498595341416,0.543177750231999,1.53384611894925,2.15725397680336,2.88210457129466,3.65802921991768
"assayIntercept","BioRad Platelia Total Antibody nucleocapsid",NA,1.55292442997955,1.60245555016342,0.644275076416493,0.170564330053882,1.1505369489101,1.99562931105963,2.69786860843295
"assayIntercept","Biozek COVID-19 IgG/IgM rapid test",NA,2.51478713991588,2.47590476720307,0.567582164677922,1.45728523143934,2.1284590174645,2.87177891230176,3.69670730529223
"assayIntercept","CCAHS ELISA anti-spike anti-RBD anti-nucleocapsid (positive on at least 2 out of 3)",NA,1.97708859273056,1.99285682340813,0.555019146635658,0.838110658608703,1.62366328249611,2.33968453605667,3.04916916832992
"assayIntercept","COVIDAR anti-spike anti-RBD",NA,1.54396950589954,1.55944763996177,0.435013961671939,0.667518092185586,1.24870507873552,1.84703231609725,2.36084805162773
"assayIntercept","Diasorin Liaison S1/S2 spike IgG",NA,2.0017442230152,2.00581357840937,0.279836778870607,1.44697485382449,1.81575839496192,2.18574254776791,2.55555036759467
"assayIntercept","EDI Novel coronavirus COVID19 IgG anti-nucleocapsid",NA,1.93841154606873,1.96426125409772,0.648311601007016,0.575048708983842,1.54580947540041,2.35565905997664,3.17242292739933
"assayIntercept","Elecsys Anti-SARS-CoV-2 Roche nucleocapsid IgG IgM",NA,2.42697288919444,2.42762386215115,0.228911898755708,1.98025236248911,2.27332454002083,2.57794151494218,2.88117943293286
"assayIntercept","Elecsys Anti-SARS-CoV-2 Roche spike",NA,2.43371570666508,2.4024330949319,0.568402878465423,1.37674070773525,2.05247930493244,2.78669949561567,3.629230216106
"assayIntercept","ERBALISA COVID-19 IgG",NA,1.40903380765151,1.44659919630954,0.575608038229955,0.215417418956848,1.0244383596296,1.82087526407639,2.42974369437435
"assayIntercept","Euroimmun anti-nucleocapsid IgG IgM",NA,2.51455839333775,2.49835310837864,0.449482794679255,1.6675007837893,2.20928913009891,2.80286907424978,3.45032776254398
"assayIntercept","Euroimmun anti-spike",NA,1.93297027890777,1.93210851573576,0.193509253307768,1.55168760806048,1.80346015631099,2.06383012454754,2.32029131202138
