".variable","assay","parName","paramMean","paramMedian","paramSD","paramL","paramQuartileL","paramQuartileH","paramH"
"assayIntercept","Abbott Alinity i SARS-CoV-2 IgG nucleocapsid",NA,1.80106231618776,1.81394793323517,0.530634122381312,0.755590114649746,1.44923774259634,2.16060858806762,2.81546264714311
"assayIntercept","Abbott Alinity SARS-CoV-2 IgG II Quant",NA,2.46593499719666,2.43167390781257,0.710780806606914,1.1409243549844,1.99983725049513,2.89465954093318,3.97982059050014
"assayIntercept","Abbott Architect IgG",NA,2.27552713149145,2.27350479896884,0.190896673637724,1.91478845045886,2.14546343081033,2.40214217703363,2.66165970029887
"assayIntercept","Abingdon AbC-19 IgG anti-spike",NA,2.07123319993504,2.07478904733012,0.546661615084642,0.959039070794908,1.71428616791906,2.42902716990371,3.14976110695023
"assayIntercept","AMP Rapid Test SARS-CoV-2 IgG/IgM",NA,2.00861419092394,2.03129756492149,0.628613761418286,0.718379945130916,1.61305969623863,2.41193383232305,3.24806019266092
"assayIntercept","Beckman ACCESS SARS-CoV-2 anti-RBD",NA,1.9102526243495,1.92461226708722,0.563262798033991,0.76698019393545,1.53900098911656,2.28702177593046,2.99634663816314
"assayIntercept","Biomerica anti-nucleocapsid IgG IgM rapid test",NA,2.63320046301289,2.61123352596576,0.57088675794981,1.55405335418218,2.24673441232808,3.00042182642268,3.81762573015727
"assayIntercept","BioRad Platelia Total Antibody nucleocapsid",NA,1.4243387119806,1.4708732984007,0.652356047823942,0.0347864585202155,1.00479008555505,1.88448944609587,2.5686926041285
"assayIntercept","Biozek COVID-19 IgG/IgM rapid test",NA,2.68951724934426,2.65797801401897,0.595309751057532,1.59071807985442,2.28867829309056,3.06251370457521,3.95200563238423
"assayIntercept","CCAHS ELISA anti-spike anti-RBD anti-nucleocapsid (positive on at least 2 out of 3)",NA,1.95966917831655,1.97331031567786,0.562323770680941,0.818377631674178,1.59478218867129,2.33222961723559,3.02742122773947
"assayIntercept","COVIDAR anti-spike anti-RBD",NA,1.53414635247412,1.54512256365363,0.443560775716678,0.657026880937486,1.23652242755858,1.83425384789214,2.39473995399304
"assayIntercept","Diasorin Liaison S1/S2 spike IgG",NA,2.01314735935224,2.01192995899327,0.285431047504473,1.4535482369241,1.82294382364382,2.20382038132559,2.57443144756921
"assayIntercept","EDI Novel coronavirus COVID19 IgG anti-nucleocapsid",NA,1.83473124866527,1.86527542353084,0.694844417483765,0.354646291160694,1.40344470378186,2.28813204795028,3.16693266320403
"assayIntercept","Elecsys Anti-SARS-CoV-2 Roche nucleocapsid IgG IgM",NA,2.43874795010335,2.43908601336521,0.235244202208926,1.97441959935355,2.27976657431321,2.59603330549237,2.90552466247772
