".variable","assay","parName","paramMean","paramMedian","paramSD","paramL","paramQuartileL","paramQuartileH","paramH"
"assayIntercept","Abbott Alinity i SARS-CoV-2 IgG nucleocapsid",NA,1.97679411115236,1.98651115892378,0.522901197050872,0.912866652803945,1.64803239202885,2.32085896343272,2.98464859099037
"assayIntercept","Abbott Alinity SARS-CoV-2 IgG II Quant",NA,2.27958863337345,2.2748187302987,0.693966268305264,0.894070121654909,1.84727377699554,2.70010270490122,3.71750054844341
"assayIntercept","Abbott Architect IgG",NA,2.2778132426268,2.27553641679961,0.191108722985018,1.90757226682528,2.14996147952814,2.40541746469003,2.65802039087909
"assayIntercept","Abingdon AbC-19 IgG anti-spike",NA,2.03503657719424,2.05070199081313,0.539608900848871,0.904720786650484,1.69212278903496,2.39131702200355,3.06679414528671
"assayIntercept","Beckman ACCESS SARS-CoV-2 anti-RBD",NA,1.84869327407506,1.87832895264035,0.566502153076063,0.657415611816116,1.48904806848042,2.2337425244646,2.90037099872472
"assayIntercept","Biomerica anti-nucleocapsid IgG IgM rapid test",NA,2.59793550126077,2.56657361101667,0.558005075076614,1.56066849093826,2.22427845622871,2.94591368624763,3.76792464343318
"assayIntercept","BioRad Platelia Total Antibody nucleocapsid",NA,1.91470721190098,1.9458789439404,0.588578490386516,0.674939453256817,1.54606880136198,2.30365397499671,3.03699943914085
"assayIntercept","Biozek COVID-19 IgG/IgM rapid test",NA,2.4873207050967,2.45954795321166,0.564655989184968,1.40980296798342,2.11595489075387,2.83585754722917,3.68760634003795
"assayIntercept","CCAHS ELISA anti-spike anti-RBD anti-nucleocapsid (positive on at least 2 out of 3)",NA,1.86904271795097,1.89960675305024,0.565173218253013,0.685400996260767,1.50172888627863,2.25856736786536,2.92913832843038
"assayIntercept","COVIDAR anti-spike anti-RBD",NA,1.49890339000402,1.51057311440359,0.451476657470408,0.577283461468618,1.20322928876546,1.81152757908017,2.34181549541514
"assayIntercept","Diasorin Liaison S1/S2 spike IgG",NA,2.02188761508839,2.02362875313926,0.276481512949586,1.48410555983694,1.83692187748717,2.20586014676341,2.56339062916357
"assayIntercept","EDI Novel coronavirus COVID19 IgG anti-nucleocapsid",NA,2.06799721253282,2.08884063159534,0.677483344720619,0.658573701278486,1.6534365975705,2.50037175282875,3.38461652417906
"assayIntercept","Elecsys Anti-SARS-CoV-2 Roche nucleocapsid IgG IgM",NA,2.47382834604141,2.46999818982023,0.230207966355738,2.03762275109789,2.31435431704362,2.63071871051358,2.93157054497813
"assayIntercept","Elecsys Anti-SARS-CoV-2 Roche spike",NA,2.60318395505132,2.56875277957549,0.573478608093232,1.54295014643204,2.20995464276364,2.96216823074786,3.83116027860382
"assayIntercept","ERBALISA COVID-19 IgG",NA,1.37712714392337,1.402712116844,0.581750988966647,0.161370561432717,0.994888359834455,1.7971898660158,2.41220057527348
"assayIntercept","Euroimmun anti-nucleocapsid IgG IgM",NA,2.57521604663318,2.55188418296396,0.447802706167998,1.73005815583287,2.27497214775511,2.870856122752,3.49870133054178
"assayIntercept","Euroimmun anti-spike",NA,1.9452087997785,1.94436132308985,0.190505949131375,1.57631290731905,1.81542879785805,2.07551399463922,2.31338815155895
"assayIntercept","Fortress Diagnostics LFIA COVID-19 total, Northern Ireland (recognizes spike)",NA,1.99286327659025,2.00069958622965,0.414796105959764,1.15257679607138,1.72154917719886,2.27312423392648,2.78517765399187
"assayIntercept","GenScript cPass neutralization kit",NA,2.69691302380362,2.67989489528947,0.454593158194664,1.85021996730605,2.38545620566087,2.99251624489458,3.62622589748596
"assayIntercept","IDK (Immundiagnostik) anti-spike IgG",NA,2.34036969627256,2.31756955277996,0.627654779461373,1.11638805237474,1.93946168886939,2.72933160187263,3.64644593337922
"assayIntercept","in-house ELISA for N protein and S protein from IPT (Institut Pasteur in Tunis)",NA,1.85885333445746,1.89301177185032,0.5982539780422,0.606527239251226,1.4832980306885,2.26089828674431,2.97558796212359
"assayIntercept","in-house Luminex S protein trimer IgG",NA,1.64759805635517,1.70728349162133,0.697250909043885,0.117910430140933,1.22272877166187,2.12621181114616,2.88370370824037
"assayIntercept","in-house RBD ELISA (Mehdi et al.)",NA,1.98246633468175,2.00577897801896,0.550877325979654,0.831656146128843,1.63036104531733,2.33952274400541,3.03254383205792
"assayIntercept","in-house THL Finland FMIA anti-spike assay",NA,2.79527399819184,2.73166082747305,0.676516408346098,1.63053319266421,2.32151176444947,3.20908500447133,4.2743596165053
"assayIntercept","in-house THL Finland neutralization assay",NA,2.78374793461582,2.76132204243771,0.488172463290885,1.89448667621248,2.43348824161174,3.1080392083162,3.77492373465318
"assayIntercept","InBios SCoV-2 Detect IgG anti-spike ELISA",NA,2.31689584505783,2.29972299272392,0.668765175093727,1.00345788403351,1.89674896039018,2.73016529997713,3.70559548234156
"assayIntercept","Kavach-AntiSARS-CoV-2 IgG ELISA (Zydus)",NA,1.57506371476663,1.61622006454211,0.576284663122005,0.362123241046305,1.20127861414217,1.97784346581565,2.59770687104002
"assayIntercept","Luminex xMAP for spike and nucleocaspid (Los Angeles study used RBD portion)",NA,2.40290888351469,2.37623214059253,0.612524868098702,1.24384770418034,2.00425284163213,2.78334034893557,3.66204184850455
"assayIntercept","LumiraDx SARS-CoV-2 anti-spike antibody test",NA,2.51002643057981,2.4790794349514,0.57647607810928,1.44743052577998,2.12644325194546,2.87130552493435,3.73823455605134
"assayIntercept","Massachusetts General Hospital, anti-spike ELISA",NA,1.73138353471359,1.76807563374984,0.608440319194175,0.435139154121018,1.34530051798499,2.15028874994135,2.83314446186608
"assayIntercept","New York, Mount Sinai RBD ELISA",NA,2.44092384686573,2.41454447813768,0.611483854418513,1.30027571367629,2.04364496602427,2.82190352506766,3.71767622833649
"assayIntercept","Orient Gene Biotech COVID-19 IgG/IgM Rapid Test anti-spike",NA,1.86244887912208,1.87623630504662,0.454865143636154,0.914655451771341,1.57340945023012,2.17372045697996,2.71498985940769
"assayIntercept","Roche SARS-CoV-2 rapid antibody test anti-spike anti-nucleocapsid IgG IgM",NA,2.82722092491225,2.77888101104026,0.601768246390601,1.7604275704229,2.40270297896348,3.19923678597006,4.1448171941619
"assayIntercept","SenASTrIS test (Sensitive Anti-SARS-CoV-2 Spike Trimer Immunoglobulin Serological)",NA,2.61973447829873,2.59328027557569,0.515385296531503,1.67581980116031,2.27448725896143,2.94384591838655,3.70401620601835
"assayIntercept","Siemens Advia SARS-CoV-2 IgG anti-RBD",NA,1.64269272468277,1.67821634560993,0.56782173990739,0.458781104794584,1.27424773509712,2.03842720596267,2.6539452021466
"assayIntercept","Siemens SARS-CoV-2 Total Advia Centaur",NA,2.17030624300753,2.16817575936168,0.552699692995959,1.04818896271183,1.82211030623447,2.52922631203609,3.26181498000182
"assayIntercept","Sinai Health (Toronto) anti-spike ELISA",NA,2.68448807829045,2.62171715083347,0.681183412423913,1.50566338288681,2.22233432457152,3.09323665453044,4.20863566958038
"assayIntercept","Standard Q COVID-19 IgM/IgG Plus",NA,2.27460678716298,2.26735930880227,0.54234321947645,1.21089825434754,1.92487586839142,2.61336125283011,3.38130363248245
"assayIntercept","Techno Genetics anti-RBD, nCOVID-19 IgG/IgM POCT (point-of-care test)",NA,1.61623247693423,1.66102995634497,0.605327265808551,0.33898874375942,1.22292508328255,2.04645150027692,2.70437094567174
"assayIntercept","Tosoh anti-nucleocapsid IgG with AIA-CL1200",NA,2.36930677225394,2.34801023476629,0.644335293010917,1.10962956883678,1.95720004308142,2.7593624343712,3.72208564986946
"assayIntercept","Tosoh anti-nucleocapsid total Ig with AIA-CL1200",NA,2.69491252047043,2.63065192886156,0.694773427650333,1.45638483403365,2.219546511542,3.10651551530939,4.23935971213401
"assayIntercept","Tosoh anti-spike IgG with AIA-CL1200",NA,2.16094593863934,2.17437581896845,0.635675911745324,0.839107797962596,1.76926327102983,2.56131638990266,3.40843314603924
"assayIntercept","Tosoh anti-spike total Ig with AIA-CL1200",NA,2.42007841487891,2.38837117032597,0.659804832051611,1.17961689939672,2.00008472602946,2.80662254679334,3.83374588441913
"assayIntercept","University of Rio de Janeiro (UFRJ) anti-spike ELISA",NA,2.93266955624555,2.89263725300371,0.576823028167453,1.91611067277187,2.52091064406612,3.30030270494044,4.17467539192476
"assayIntercept","Vitros Ortho (not total) IgG anti-spike",NA,2.34605719417154,2.34052394665836,0.353544828365817,1.66240957386953,2.10802664491361,2.57973444409197,3.04281565748601
"assayIntercept","Vitros Ortho total Ig anti-spike",NA,1.7069578867324,1.72724273688297,0.46298984387531,0.761893442599199,1.40186335445105,2.02961463536779,2.56466780670774
"assayIntercept","Wantai ELISA SARS-CoV-2 Total Antibody, IgG IgM anti-RBD",NA,2.22447147526862,2.22777838955303,0.383222197541134,1.46301944474935,1.97170235284899,2.47992870731719,2.97639265171036
"assaySlope","Abbott Alinity i SARS-CoV-2 IgG nucleocapsid",NA,-0.330461530115679,-0.329716471856756,0.154341315365264,-0.637981398740682,-0.430554087899986,-0.228743353864857,-0.0274509179007435
"assaySlope","Abbott Alinity SARS-CoV-2 IgG II Quant",NA,0.143617279031399,0.139385327813915,0.126414606693949,-0.0952326191573343,0.0581289704988526,0.225414045377944,0.402476201483615
"assaySlope","Abbott Architect IgG",NA,-0.39559749161961,-0.395369959794565,0.0203444018919002,-0.436658026391728,-0.409300570071554,-0.381636757579928,-0.356350646089664
"assaySlope","Abingdon AbC-19 IgG anti-spike",NA,-0.159601035956915,-0.159570193138929,0.0747993055814748,-0.305869870927537,-0.210124771933978,-0.109535684440402,-0.0108265743172413
"assaySlope","Beckman ACCESS SARS-CoV-2 anti-RBD",NA,-0.0350633414575039,-0.0252023411780178,0.216724698166447,-0.488959894055195,-0.168838448540293,0.111646514328064,0.366592538415019
"assaySlope","Biomerica anti-nucleocapsid IgG IgM rapid test",NA,-0.468904886723032,-0.468252664282511,0.0715354703642108,-0.609335456709631,-0.516507277531589,-0.420612532651432,-0.328997929567578
"assaySlope","BioRad Platelia Total Antibody nucleocapsid",NA,-0.353270197232257,-0.350164563871512,0.198345846121819,-0.749156214197207,-0.481186261183708,-0.221589202241672,0.0259122439799841
"assaySlope","Biozek COVID-19 IgG/IgM rapid test",NA,0.113568472264356,0.114926768431057,0.213582972347954,-0.310426412164347,-0.0253114030424574,0.24934181600444,0.544601900593481
"assaySlope","CCAHS ELISA anti-spike anti-RBD anti-nucleocapsid (positive on at least 2 out of 3)",NA,-0.00384127130136897,0.00223736060591406,0.211530481543885,-0.441927246896798,-0.138040047354581,0.133685409615611,0.411271149280791
"assaySlope","COVIDAR anti-spike anti-RBD",NA,0.118711862216808,0.119593969101175,0.095316560403547,-0.0681724493935162,0.0545606268600955,0.18311017146642,0.30554410691867
"assaySlope","Diasorin Liaison S1/S2 spike IgG",NA,-0.0521033223404297,-0.052040788442074,0.0215441851519382,-0.0939957024035292,-0.0667033246843641,-0.0375152488126018,-0.00970026513792483
"assaySlope","EDI Novel coronavirus COVID19 IgG anti-nucleocapsid",NA,-0.365232429999761,-0.366203717126678,0.119678113647341,-0.598199203193957,-0.444854682065845,-0.28522333920497,-0.127299749841626
"assaySlope","Elecsys Anti-SARS-CoV-2 Roche nucleocapsid IgG IgM",NA,0.0177588165970609,0.0178877741420578,0.0322413692546843,-0.0450306992741121,-0.00439164370197218,0.0393124090090463,0.0810071340715932
"assaySlope","Elecsys Anti-SARS-CoV-2 Roche spike",NA,0.364876368492332,0.355420370850026,0.132197766582994,0.132426163112946,0.272547507351719,0.447455696597388,0.647448871070353
"assaySlope","ERBALISA COVID-19 IgG",NA,-0.344800473672174,-0.332484739898417,0.222032650185669,-0.812989626981389,-0.487918909340343,-0.193448590668465,0.0666124618629592
"assaySlope","Euroimmun anti-nucleocapsid IgG IgM",NA,-0.332274556131976,-0.332107008052406,0.0246216016271979,-0.381702491253874,-0.34852808665601,-0.315474973540633,-0.285128716626023
"assaySlope","Euroimmun anti-spike",NA,-0.108189499980137,-0.108197306261346,0.0192835481802856,-0.14533160674321,-0.121330201723479,-0.0951065413707832,-0.0707126808858004
"assaySlope","Fortress Diagnostics LFIA COVID-19 total, Northern Ireland (recognizes spike)",NA,-0.446637552809926,-0.445605088378869,0.114403773082874,-0.675871513295212,-0.522604952954429,-0.367829917140187,-0.227473698990078
"assaySlope","GenScript cPass neutralization kit",NA,0.0193253505377233,0.018837037966718,0.0322301938314055,-0.0431040459403167,-0.00245601628171605,0.0404651997670591,0.0834646208046281
"assaySlope","IDK (Immundiagnostik) anti-spike IgG",NA,-0.0883454037199833,-0.0900388183135438,0.157224094533246,-0.393979224333391,-0.194401233916278,0.015522607440064,0.222191238475931
"assaySlope","in-house ELISA for N protein and S protein from IPT (Institut Pasteur in Tunis)",NA,-0.0372784587577197,-0.032695251698851,0.194543350425483,-0.431411883749926,-0.164342727412763,0.0947273235013523,0.337628295915642
"assaySlope","in-house Luminex S protein trimer IgG",NA,-0.198501245097746,-0.195445066321098,0.170088054545994,-0.537411472442694,-0.311950113162536,-0.0820032099070971,0.125934313469453
"assaySlope","in-house RBD ELISA (Mehdi et al.)",NA,0.0206968879080797,0.0247236502427624,0.210633198680188,-0.411503319395843,-0.112546761068451,0.160701364289094,0.427583414184926
