".variable","assay","parName","paramMean","paramMedian","paramSD","paramL","paramQuartileL","paramQuartileH","paramH"
"assayIntercept","Abbott Alinity i SARS-CoV-2 IgG nucleocapsid",NA,1.99136626108486,2.00325783836416,0.477482013083164,1.0246161561934,1.68171044453578,2.30443101820214,2.92495491498449
"assayIntercept","Abbott Alinity SARS-CoV-2 IgG II Quant",NA,2.49250291421712,2.46780965104197,0.692302010814679,1.17073119903819,2.04119283721878,2.92095449810702,3.95842808564643
"assayIntercept","Abbott Architect IgG",NA,2.26892252540183,2.26870568820744,0.18777171338495,1.90087312213889,2.14176744855038,2.39499939179972,2.64255396250306
"assayIntercept","Abingdon AbC-19 IgG anti-spike",NA,2.14758922302302,2.1505435731633,0.552661695672845,1.03219957385879,1.79212874814266,2.50678197584206,3.24704772527162
"assayIntercept","Beckman ACCESS SARS-CoV-2 anti-RBD",NA,1.85034965544693,1.87087891095121,0.571932875686993,0.680171990857852,1.47698804462151,2.23807117458167,2.94699819162709
"assayIntercept","Biomerica anti-nucleocapsid IgG IgM rapid test",NA,2.72697475955595,2.69998456924856,0.560627546901616,1.69225583498322,2.34006982766298,3.08891218130107,3.91425574347331
"assayIntercept","BioRad Platelia Total Antibody nucleocapsid",NA,1.56521143870631,1.60290875437189,0.602610731640324,0.309550421567093,1.17217899949748,1.98432017687218,2.63512769039461
"assayIntercept","Biozek COVID-19 IgG/IgM rapid test",NA,2.69354332883223,2.66526847964312,0.587307612694299,1.60311481977307,2.28994062716529,3.0750238710426,3.90340414313702
"assayIntercept","CCAHS ELISA anti-spike anti-RBD anti-nucleocapsid (positive on at least 2 out of 3)",NA,1.89105484832439,1.90135622138869,0.550441550132786,0.753575282152923,1.54218394990245,2.25951941560165,2.94384934617993
"assayIntercept","COVIDAR anti-spike anti-RBD",NA,1.55917415174819,1.56292618317225,0.434828016192182,0.697018375369281,1.26598673895353,1.85433030080346,2.39242897564115
"assayIntercept","Diasorin Liaison S1/S2 spike IgG",NA,2.03456484451836,2.03234902523664,0.281076540312919,1.48721859403062,1.84417618394271,2.2217609568779,2.59174304348337
"assayIntercept","EDI Novel coronavirus COVID19 IgG anti-nucleocapsid",NA,2.059735180684,2.07901750378822,0.626313665518634,0.770554039852575,1.66664605492119,2.46165726360196,3.28005227726835
"assayIntercept","Elecsys Anti-SARS-CoV-2 Roche nucleocapsid IgG IgM",NA,2.46670112343973,2.4649457986821,0.232656121741931,2.01846601306278,2.31103372676126,2.6201386165022,2.93575677097613
"assayIntercept","Elecsys Anti-SARS-CoV-2 Roche spike",NA,2.61526906539984,2.58813423897379,0.57915260713801,1.51709103336171,2.23008534149836,2.98330176355823,3.83207277183812
"assayIntercept","ERBALISA COVID-19 IgG",NA,1.15649810938261,1.16565768660067,0.560553846982723,0.0358476397855953,0.775370083796631,1.54983613871498,2.20844169972813
"assayIntercept","Euroimmun anti-nucleocapsid IgG IgM",NA,2.60243378470893,2.59119495135792,0.452577674964924,1.74523965826067,2.29410933854043,2.90807830905905,3.50992403862481
