".variable","assay","paramMean","paramMedian","paramSD","paramL","paramQuartileL","paramQuartileH","paramH"
"assayIntercept","Abbott Alinity i SARS-CoV-2 IgG nucleocapsid",1.85671389835122,1.87713227137011,0.537192074813538,0.760314942405729,1.51032875349716,2.20752698693615,2.89802536647663
"assayIntercept","Abbott Alinity SARS-CoV-2 IgG II Quant",2.32150331617388,2.30070084695818,0.690435262161909,0.990480975264642,1.87367158230254,2.73670824066525,3.76331347354037
"assayIntercept","Abbott Architect IgG",2.26617396955077,2.26767463305642,0.188796543149212,1.89599478365307,2.14114919349261,2.39070486727654,2.63750602150032
"assayIntercept","Abingdon AbC-19 IgG anti-spike",2.01373773213017,2.01890122481258,0.527975686966124,0.960953636953244,1.67105590279745,2.35756559417098,3.0435775642604
"assayIntercept","AMP Rapid Test SARS-CoV-2 IgG/IgM",1.84915788161777,1.87652172391404,0.643385635172921,0.483911477602511,1.44951914220413,2.27128742701293,3.05906358105728
"assayIntercept","Beckman ACCESS SARS-CoV-2 anti-RBD",1.93531418767593,1.95609708636765,0.576966903381026,0.75255866504738,1.55736919753397,2.32037856694024,3.03507784296059
"assayIntercept","Biomerica anti-nucleocapsid IgG IgM rapid test",2.56994314888009,2.55139738769025,0.559565454311766,1.5330915787471,2.18238589396576,2.93040112646065,3.71449045320571
"assayIntercept","BioRad Platelia Total Antibody nucleocapsid",1.80473824372399,1.827942761297,0.612257504593845,0.526248908903857,1.41870088289558,2.21177559535224,2.93948474856206
"assayIntercept","Biozek COVID-19 IgG/IgM rapid test",2.5182572981211,2.49126158882009,0.582873718879263,1.43141631126745,2.12958178763806,2.89624959789695,3.72486525498421
"assayIntercept","CCAHS ELISA anti-spike anti-RBD anti-nucleocapsid (positive on at least 2 out of 3)",1.97829917436408,1.99669358565268,0.55808126595232,0.819247702115892,1.61912700686222,2.35058860014602,3.0541974812626
"assayIntercept","COVIDAR anti-spike anti-RBD",1.50678275176734,1.52205941978484,0.442358950982952,0.614931302889455,1.21637104233243,1.81142125817283,2.34702135106039
"assayIntercept","Diasorin Liaison S1/S2 spike IgG",2.01457507370201,2.0129962583926,0.280218904820275,1.45503387935066,1.82735797308911,2.20295415077135,2.56945029268475
"assayIntercept","EDI Novel coronavirus COVID19 IgG anti-nucleocapsid",1.94430119300689,1.97538064743612,0.676657532870227,0.520143785307582,1.52725835127001,2.38214377515101,3.23609239696256
"assayIntercept","Elecsys Anti-SARS-CoV-2 Roche nucleocapsid IgG IgM",2.45383703119791,2.45060482685772,0.229616002604029,2.01097757919902,2.29860257899217,2.60835717635142,2.90692317170535
