".variable","assay","parName","paramMean","paramMedian","paramSD","paramL","paramQuartileL","paramQuartileH","paramH"
"assayIntercept","Abbott Alinity i SARS-CoV-2 IgG nucleocapsid",NA,5.57968993960058,5.55814700002618,0.879219805404676,3.90032393220117,4.98356694212695,6.1545274186971,7.34881241780208
"assayIntercept","Abbott Alinity SARS-CoV-2 IgG II Quant",NA,5.80397161432283,5.78980961930375,0.58588353966741,4.6803575356728,5.41498567935184,6.17073441144657,7.0186090791274
"assayIntercept","Abbott Architect IgG",NA,5.92194872295085,5.90016851309112,0.559763073634227,4.8695005290734,5.53928654541142,6.28175666359023,7.08862453170161
"assayIntercept","Abingdon AbC-19 IgG anti-spike",NA,4.96503564431781,4.94592446061702,0.725828456933325,3.58255219381322,4.48052372048538,5.42488702126231,6.45621185038223
"assayIntercept","Beckman ACCESS SARS-CoV-2 anti-RBD",NA,5.83877288310758,5.82678218997481,0.48577103192137,4.90676718038049,5.51906617999316,6.14131775326746,6.82194156750097
"assayIntercept","Biomerica anti-nucleocapsid IgG IgM rapid test",NA,3.95170699320617,3.92243108012656,0.534947053693182,2.95069647115885,3.60266269347075,4.28118076050819,5.07521912797923
"assayIntercept","BioRad Platelia Total Antibody nucleocapsid",NA,5.74488179290657,5.71947709992853,0.71100272000082,4.39925168008347,5.25847229629073,6.20744283311934,7.19318817446539
"assayIntercept","Biozek COVID-19 IgG/IgM rapid test",NA,4.6809993704731,4.65418608041216,0.864056166490038,3.07987694026686,4.09566834967433,5.23986697747909,6.46241560281234
"assayIntercept","CCAHS ELISA anti-spike anti-RBD anti-nucleocapsid (positive on at least 2 out of 3)",NA,6.77778290168112,6.7067348228577,0.889544382891923,5.22957784605994,6.17232911264825,7.30208036705879,8.75115943882676
"assayIntercept","COVIDAR anti-spike anti-RBD",NA,6.597390419047,6.5399173977287,0.903321541841122,4.97672078248256,5.97910467870548,7.14741157477979,8.54878597741164
"assayIntercept","Diasorin Liaison S1/S2 spike IgG",NA,4.74857125826037,4.7107107570197,0.490376261891532,3.87164991153172,4.42101852958822,5.04238549095143,5.83102233993494
"assayIntercept","EDI Novel coronavirus COVID19 IgG anti-nucleocapsid",NA,6.23036124707656,6.1979053287429,0.783822975654096,4.81214382378812,5.69043425725772,6.72607241142201,7.90371272713788
"assayIntercept","Elecsys Anti-SARS-CoV-2 Roche nucleocapsid IgG IgM",NA,6.32002855994978,6.309782201716,0.443238729707138,5.45315625220424,6.03937975682483,6.59049735449905,7.2318341037287
"assayIntercept","Elecsys Anti-SARS-CoV-2 Roche spike",NA,7.7924314624881,7.76412114794945,0.818566031931246,6.25451515862117,7.24017552051905,8.31439455263199,9.47457169448612
"assayIntercept","ERBALISA COVID-19 IgG",NA,4.97151793303565,4.95978998433929,0.779699367219653,3.48908164491128,4.43870702461051,5.48066200288392,6.53643367280354
"assayIntercept","Euroimmun anti-nucleocapsid IgG IgM",NA,6.04880901482391,6.02669440830546,0.665690294565294,4.77729833324791,5.60020985938355,6.46828328379151,7.4500330905396
"assayIntercept","Euroimmun anti-spike",NA,5.65175535983857,5.64081985258824,0.602629121000066,4.50327371778497,5.25637193606063,6.03751987850013,6.87623791448212
"assayIntercept","Fortress Diagnostics LFIA COVID-19 total, Northern Ireland (recognizes spike)",NA,4.33538619556421,4.32379569097636,0.609753264755722,3.14080078922144,3.93860488696657,4.71935887545212,5.56676657585421
"assayIntercept","GenScript cPass neutralization kit",NA,4.62392516481801,4.54540767694205,0.947782171489338,2.97188057876522,3.97392105207745,5.17938768106135,6.71380298939859
"assayIntercept","IDK (Immundiagnostik) anti-spike IgG",NA,5.09073427260729,5.06659310524162,0.612068174249803,3.92507121293479,4.67876753089289,5.47777164463557,6.3448023879014
"assayIntercept","in-house RBD ELISA (Mehdi et al.)",NA,6.26578085457474,6.23303555086731,0.787202472256632,4.80851801530377,5.73526902783569,6.75639580290472,7.91197120844703
"assayIntercept","in-house THL Finland FMIA anti-spike assay",NA,6.30854041985659,6.23571561623957,0.911013560257947,4.70077920049811,5.6919722990898,6.85807842202867,8.29944937302018
"assayIntercept","InBios SCoV-2 Detect IgG anti-spike ELISA",NA,5.5847230252883,5.54803347843688,0.787808100955737,4.13370847288463,5.04729781447604,6.07766890349615,7.24950615035322
"assayIntercept","Kavach-AntiSARS-CoV-2 IgG ELISA (Zydus)",NA,4.79795023496184,4.74989244295261,0.729580383872808,3.49857981277148,4.28404607598218,5.27475107297437,6.31048157236942
"assayIntercept","Luminex xMAP for spike and nucleocaspid (Los Angeles study used RBD portion)",NA,5.59552757660084,5.5825192486473,0.658113906084727,4.34343118537381,5.14776398924967,6.02464141114389,6.91480484277023
"assayIntercept","Massachusetts General Hospital, anti-spike ELISA",NA,6.40257223430732,6.35858526797784,0.945412699372202,4.68736833648524,5.76386255345846,6.97002198732129,8.45702281361626
"assayIntercept","Orient Gene Biotech COVID-19 IgG/IgM Rapid Test anti-spike",NA,4.8892580597745,4.81673569858498,0.930062927216827,3.27993913587307,4.25004459927535,5.4496372467112,6.97673759125456
"assayIntercept","Roche SARS-CoV-2 rapid antibody test anti-spike anti-nucleocapsid IgG IgM",NA,4.40330771080651,4.39239042365473,0.675797518800154,3.0883962692487,3.95262313348836,4.84093401191259,5.76515120070909
"assayIntercept","SenASTrIS test (Sensitive Anti-SARS-CoV-2 Spike Trimer Immunoglobulin Serological)",NA,5.83058539436953,5.790541592308,0.780917024275545,4.41527561725753,5.29715745929287,6.32530704214666,7.45860815806559
"assayIntercept","Siemens Advia SARS-CoV-2 IgG anti-RBD",NA,6.73461020166542,6.72667692161705,0.56358531186568,5.65567610071056,6.35867605001044,7.09723752579355,7.87762571487688
"assayIntercept","Siemens SARS-CoV-2 Total Advia Centaur",NA,6.57280687334071,6.54925268695387,0.689109076600306,5.29069532948066,6.10851924813202,7.01848764625806,7.97407668158432
"assayIntercept","Standard Q COVID-19 IgM/IgG Plus",NA,4.72044828580899,4.69792104660876,0.747963668482376,3.3296447164489,4.21138460567054,5.20233049718403,6.27336608348324
"assayIntercept","Techno Genetics anti-RBD, nCOVID-19 IgG/IgM POCT (point-of-care test)",NA,4.98847337873796,4.96425555448891,0.717940105379909,3.63177714049714,4.50142092405779,5.46382999168806,6.43623485057089
"assayIntercept","Tosoh anti-nucleocapsid IgG with AIA-CL1200",NA,6.79735726959761,6.72703290055382,0.904968566309832,5.17609433777575,6.1796844341125,7.34280830597578,8.76236627101547
"assayIntercept","Tosoh anti-nucleocapsid total Ig with AIA-CL1200",NA,7.21729695608997,7.13792448329018,0.954865815624102,5.57849980724616,6.55458423614902,7.79475890255277,9.3168919054503
"assayIntercept","Tosoh anti-spike IgG with AIA-CL1200",NA,6.96269967941223,6.89111588887247,0.877708730129792,5.43252712592138,6.36217527843048,7.49801957524059,8.85105083304748
"assayIntercept","Tosoh anti-spike total Ig with AIA-CL1200",NA,7.39726344410959,7.32140757967866,0.973217308923374,5.70959175141879,6.71376751914869,7.98970890120541,9.53200739309069
"assayIntercept","University of Rio de Janeiro (UFRJ) anti-spike ELISA",NA,5.09238906445086,5.07523727026924,0.758219874363018,3.63385264891687,4.57338309988805,5.58684016761225,6.62232663899809
"assayIntercept","Vitros Ortho (not total) IgG anti-spike",NA,6.30760602827755,6.2427393097976,0.891059061878138,4.73252165789951,5.68981138540896,6.85480780148074,8.21592652147833
"assayIntercept","Vitros Ortho total Ig anti-spike",NA,7.16609810311773,7.0901814134557,1.01937446203712,5.39293373209966,6.45529074600863,7.78284813687494,9.39720798532714
"assayIntercept","Wantai ELISA SARS-CoV-2 Total Antibody, IgG IgM anti-RBD",NA,5.32325401782892,5.26887556092063,0.617741161424974,4.26014550343593,4.88345057013907,5.71071735451985,6.66068517933616
"charIntercept",NA,"Direct",0.612559389157429,0.610473656445079,0.600588785475073,-0.546551733955452,0.216787430512091,1.00599493180886,1.79991802576537
"charIntercept",NA,"LFA",-1.25203559130106,-1.25487582862625,0.577678577056516,-2.37877477984132,-1.62676604952164,-0.868415944919487,-0.113782597252212
"charIntercept",NA,"N",5.91810789451037,5.90335857876977,0.520030812938944,4.91556634482776,5.57581814369309,6.25732079422292,6.96747867661585
"charIntercept",NA,"Neutralization",-1.56662016590628,-1.59005332911222,1.43501572941035,-4.33788807082647,-2.52218224507473,-0.647552252749691,1.37882536604708
"charIntercept",NA,"RBD",6.17235013281844,6.15921321158515,0.398704332465575,5.4249797212412,5.90607233496039,6.42758749951173,6.99146339981289
"charIntercept",NA,"S",5.63157431779263,5.62186497771175,0.436820379401366,4.80850747263002,5.33202840624795,5.91233141231804,6.52575469882275
"interceptSigma",NA,NA,0.944895854001306,0.938383613652702,0.2603588517497,0.444474520284057,0.769780053367089,1.11271304565814,1.47686430414055
"studyIntercept",NA,NA,0.00113216382465414,-0.00168475244995657,0.645787628175911,-1.3279737943387,-0.363186785882471,0.362153098245582,1.35057536460492
"studySigma",NA,NA,0.616738439419699,0.592314854233016,0.244901191197509,0.204832791246017,0.438637826908209,0.773299590721402,1.146642524303
